Doc,tag,entities
is ECU recording EDR data diagnostic address for function addressing.,"['O', 'U-ABBREV', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(3, 6, 'ABBREV'), (17, 20, 'ABBREV')]"
Note 2:,"['B-NOTE', 'L-NOTE', 'O']","[(0, 6, 'NOTE')]"
F116 is EDR data retrieval tool SA.,"['O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O']","[(8, 11, 'ABBREV')]"
Note 3: ECU recording EDR data,"['O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O']","[(22, 25, 'ABBREV')]"
(XX16) is ECU recording EDR data diagnostic address for physical address.,"['O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(10, 13, 'ABBREV'), (24, 27, 'ABBREV')]"
Note 4: Refer to Table 8 for the definition of ECU recording EDR data (XX16).,"['O', 'O', 'O', 'O', 'O', 'B-TABLE', 'L-TABLE', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O']","[(17, 24, 'TABLE'), (47, 50, 'ABBREV'), (61, 64, 'ABBREV')]"
Table 8 Definition of the 29-bit Conventional Fixed Addressing CAN Identifier,"['B-TABLE', 'L-TABLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(0, 7, 'TABLE')]"
CAN ID 28,"['O', 'O', 'O']",[]
..24 23,"['O', 'O', 'O']",[]
..16 15..8 7..0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
CAN,['O'],[]
data field CAN identifier for function addressing 1816 DB16 TA SA,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"N_PCI, N_Data CAN identifier for physical address 1816 DA16 TA SA","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"N_PCI, N_Data Table 9 CAN Identifier Definition for 29-bit Physical Addressing ECU Recording EDR Data ECU recording EDR data (XX16) Description 0016-3216","['O', 'O', 'O', 'B-TABLE', 'L-TABLE', 'O', 'O', 'O', 'O', 'U-PARAMETER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(14, 21, 'TABLE'), (52, 58, 'PARAMETER'), (116, 119, 'ABBREV')]"
To be customized by manufacturer 3416-EF16 To be customized by manufacturer Example: EDR data retrieval tool sends function addressing EDR request data command:,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O']","[(135, 138, 'ABBREV')]"
1816DB16FF16F116 03,"['O', 'O']",[]
22 FA 13 00 00 00 00 ECU recording EDR data sends EDR response data to EDR data retrieval tool: 1816DA16F116XX16 1X XX 62 FA 13,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(21, 24, 'ABBREV'), (35, 38, 'ABBREV'), (71, 74, 'ABBREV')]"
XX XX XX EDR data retrieval tool sends physical addressing FC EDR request data command:,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O']","[(62, 65, 'ABBREV')]"
1816DA16XX16F116 30 00 00 00 00 00 00 00 ECU recording EDR data sends remaining CF EDR response data to EDR data retrieval tool: 1816DA16F116XX16 21,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'U-ABBREV', 'O', 'O', 'O', 'U-ABBREV', 'U-ABBREV', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O']","[(41, 44, 'ABBREV'), (55, 58, 'ABBREV'), (80, 82, 'ABBREV'), (83, 86, 'ABBREV'), (104, 107, 'ABBREV')]"
XX XX XX XX XX XX XX Note:,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
The amount of remaining CF depends on the length of the ECU recording EDR data sending EDR response data to EDR data retrieval tool.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O']","[(56, 59, 'ABBREV'), (70, 73, 'ABBREV'), (108, 111, 'ABBREV')]"
"Read data based on Line K 19 For Reference Purposes Only If in-vehicle communication network type is Line K (KWP2000), then the EDR data retrieval protocol shall be in compliance with the following requirements:","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Physical layer requirements:,"['O', 'O', 'O', 'O']",[]
The physical layer shall be in compliance with the requirements in GB/T XXXX.1 Road vehicles -- Diagnostic communications based on keyword protocols -- Part 1: Physical layer.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-REG', 'I-REG', 'I-REG', 'L-REG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O']","[(67, 78, 'REG')]"
Data link layer requirements,"['O', 'O', 'O', 'O']",[]
: The data link layer shall be in compliance with the requirements in GB/T XXXX.2 Road vehicles -- Diagnostic communications based on keyword protocols --,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Part 2: Data link layer and shall meet the following requirements,"['O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
: -- Lead byte:,"['O', 'O', 'O', 'O', 'O']",[]
"Lead byte shall include 4 bytes, namely format byte, target addresss byte, source address byte, solo length byte.","['O', 'O', 'O', 'O', 'B-PARAMETER', 'L-PARAMETER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(24, 31, 'PARAMETER')]"
-- Format byte: A1 and A0 of format byte shall be 1 and 0.,"['O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O']",[]
"Namely, address mode is address information available, physical address.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
--,['O'],[]
Address information,"['O', 'O']",[]
: Address information shall meet the following requirements: EDR controller address is C016; EDR data retrieval tool address is F116.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(93, 96, 'ABBREV')]"
-- Initialization:,"['O', 'O', 'O']",[]
Initialization of EDR controller shall accept quick initialization.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Application layer requirements:,"['O', 'O', 'O', 'O']",[]
The application layer shall be in compliance with the requirements of 2216 service <Paragraph_7.2> of GB/T XXXX.3-201X Road vehicles -- Diagnostic communications based on keyword protocols -- Part 3: Application layer.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-REG', 'I-REG', 'I-REG', 'I-REG', 'I-REG', 'L-REG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O']","[(102, 118, 'REG')]"
Data retrieval symbols requirements,"['O', 'O', 'O', 'O']",[]
"Retrieval data based on Controller Area Network (CAN) EDR data retrieval symbols based on Controller Area Network (CAN) shall be in conformity with the requirements in Annex B.1, assign an event identifier to each of the stored event, which shall be 0xFA13, 0xFA14 and 0xFA15 respectively.","['O', 'O', 'O', 'O', 'B-SYSTEM', 'I-SYSTEM', 'L-SYSTEM', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYSTEM', 'I-SYSTEM', 'L-SYSTEM', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'O']","[(24, 47, 'SYSTEM'), (49, 52, 'ABBREV'), (90, 113, 'SYSTEM'), (115, 118, 'ABBREV'), (168, 177, 'ANNEX'), (250, 256, 'IDENTIFIER'), (258, 264, 'IDENTIFIER'), (269, 275, 'IDENTIFIER')]"
"Where, 0xFA13 is the identifier for the most recent event, 0xFA14 is the identifier for the second event from the bottom, 0xFA15 is identifier for the third event from the bottom.","['O', 'O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O']","[(7, 13, 'IDENTIFIER'), (59, 65, 'IDENTIFIER'), (122, 128, 'IDENTIFIER')]"
Retrieval data based on Line K data EDR data retrieval symbols based on Line K shall be in conformity with the 20 For Reference Purposes,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(36, 39, 'ABBREV')]"
"Only requirements in Annex B.2, assign an identifier to the stored public data, and 3 event identifiers for each of the stored event, which shall be","['O', 'O', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(21, 30, 'ANNEX')]"
": 0XFA10 is identifier for the public data, and 0XFA21, 0XFA31 and 0XFA41 are the identifiers for the most recent event, 0XFA22, 0XFA32 and 0XFA42 are the identifiers for the second event from the bottom, 0XFA23, 0XFA33 and 0XFA43 are identifiers for the third event from the bottom.","['O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O']","[(2, 8, 'IDENTIFIER'), (48, 54, 'IDENTIFIER'), (56, 62, 'IDENTIFIER'), (67, 73, 'IDENTIFIER'), (121, 127, 'IDENTIFIER'), (129, 135, 'IDENTIFIER'), (140, 146, 'IDENTIFIER'), (205, 211, 'IDENTIFIER'), (213, 219, 'IDENTIFIER'), (224, 230, 'IDENTIFIER')]"
Data translating requirements,"['O', 'O', 'O']",[]
The data recorded by EDR shall comply with the requirements of Table A.1 of Annex A and shall be translated according to the data arrangement of Table B.1 in Annex B.,"['O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TABLE', 'L-TABLE', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TABLE', 'L-TABLE', 'O', 'B-ANNEX', 'L-ANNEX']","[(21, 24, 'ABBREV'), (63, 72, 'TABLE'), (76, 83, 'ANNEX'), (145, 154, 'TABLE'), (158, 166, 'ANNEX')]"
Storage time limit requirements,"['O', 'O', 'O', 'O']",[]
"If the EDR storage unit has not been replaced, the event data stored by EDR system shall be readable in the entire life cycle of the vehicle.","['O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYSTEM', 'L-SYSTEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(7, 10, 'ABBREV'), (72, 82, 'SYSTEM')]"
"Other data retrieval requirements If the EDR data is dispersed and stored in different onboard electronic modules, the time synchronization of recorded data shall be guaranteed.","['O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(41, 44, 'ABBREV')]"
"Protective performance requirements The protective performance of EDR controller for EDR data record shall meet the functional status requirements defined in <Regulation_GBT 30038>, as shown in Table 10.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TABLE', 'L-TABLE', 'O']","[(85, 88, 'ABBREV'), (194, 202, 'TABLE')]"
Table 10 Enclosure Protection Requirements Location of ECU recording EDR data Enclosure classification Description Engine compartment,"['B-TABLE', 'L-TABLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(0, 8, 'TABLE')]"
"IP5k6 Dust protection, ultra-high velocity water injection.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"Interior of the vehicle IP5k1 Dust protection, vertically dripping water.","['O', 'O', 'O', 'O', 'U-IDENTIFIER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(24, 29, 'IDENTIFIER')]"
Luggage compartment,"['O', 'O']",[]
"IP5k1 Dust protection, vertically dripping water.","['U-IDENTIFIER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(0, 5, 'IDENTIFIER')]"
Electromagnetic compatibility requirements The vehicle equipped with EDR system shall comply with the requirements of <Regulation_GB34660>.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Test Methods and Requirements,"['O', 'O', 'O', 'O']",[]
Impact test,"['O', 'O']",[]
"Before test, horizontal or longtigudinal acceleration sensor of the vehicle shall be installed in or near the longitudinal center plane of the vehicle by test chamber.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"If the EDR controller to which vehicle acceleration sensor belongs is within this plane, the acceleration sensor for test chamber shall be installed on the surface or in adjacency 21 For Reference Purposes Only of the EDR controller, the distance between sensor and the controller surface shall be less than 30mm; otherwise, the the acceleration sensor for test chamber shall be installed on rigid fixture part surface in occupant compartment, and shall be in front of lateral plane of R-and the distance between sensor and the controller surface shall be less than 30mm.","['O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PARAMETER', 'I-PARAMETER', 'I-PARAMETER', 'L-PARAMETER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PARAMETER', 'I-PARAMETER', 'I-PARAMETER', 'L-PARAMETER', 'O']","[(7, 10, 'ABBREV'), (298, 312, 'PARAMETER'), (556, 570, 'PARAMETER')]"
"Vehicle equipped with frontal airbag shall be tested in accordance with the requirements of <Regulation_GB11551-2014> or <Regulation_GBT 20913>, and make record of the deployment time of non-reversible restraint equipped for vehicle.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"Vehicle equipped with side airbag shall be tested in accordance with the requirements of <Regulation_GB20071>, and make record of the deployment time of non-reversible restraint equipped for vehicle.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"Vehicle unequipped with frontal airbag, side airbag or side air curtain shall be tested in accordance with the requirements of <Regulation_GB11551-2014> or <Regulation_GBT 20913>.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"After the test, the EDR data shall be saved in the format of Annex A and read by the EDR data retrieval tool, and the read data shall meet the following requirements: -- The acquired delta-V or acceleration data shall meet the conformity requirements of delta-V curve in Annex D, and delta-V data shall not produce clipping, or acceleration data shall not exceed range of acceleration sensor; -- EDR system shall completely record all data required in Annex A.","['O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANNEX', 'L-ANNEX']","[(20, 23, 'ABBREV'), (61, 68, 'ANNEX'), (85, 88, 'ABBREV'), (271, 278, 'ANNEX'), (452, 460, 'ANNEX')]"
Driving operation data test,"['O', 'O', 'O', 'O']",[]
"In test, engine of the vehicle is at operation status (battery electric vehicles or hybrid electric vehicles are at power-on status), vehicle electronic/electric system recorded by EDR shall maintain operation status, relevant parts shall be configured as follows at least: -- Brake pedal and accelerator pedal shall maintain certain travel, and shall avoid empty travel position; -- Steering wheel shall be fixed at certain angle, and shall avoid empty travel position; -- Safety belt buckle shall be under locked status; -- Lamp required to be recorded shall be under ON status.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(181, 184, 'ABBREV')]"
Impact threshold can be triggered by adopting but not limited to four methods as follows in test: 22 For Reference Purposes Only -- Impact vehicle in such a way that vehicle reaches trigger threshold; -- Fix vehicle on trolley and impact trolley in such a way that vehicle reaches trigger threshold; --,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Physically trigger EDR system of the vehicle in such a way that vehicle reaches trigger threshold; --,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Input the trigger signal to EDR system of the vehicle in such a way that vehicle reaches trigger threshold.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"The EDR system shall be triggered and data shall be recorded, and the data shall meet the recording requirements","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
<Paragraph_4.2>.,"['O', 'O', 'O', 'O']",[]
"Meanwhile, record of relevant data shall be identical with configuration <Paragraph_5.2.1>.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Bench test,"['O', 'O']",[]
Test preparation,"['O', 'O']",[]
"Manufacturer shall provide test box used for connecting with EDR controller, this test box used for simulating peripheral signal and load in in actual vehicle status to EDR controller, shall meet below requirements: -- Test box shall have bus signals simulation function, simulating actual vehicle net information and send to EDR controller; -- Test box shall have necessary peripheral sensor, load and hardware connection parts connected with EDR controller, to guarantee the normal work of EDR controller; --","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
The power supply for EDR controller test shall be provided by the test bench (impact bench) rather than the test box.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
"EDR controller and its accessories are installed on impact bench as connection status with real vehicles, connected with test box, and supplied power via test bench.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
The simulation signal and load provided by test chamber shall be preset and confirmed.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
The device that is in operation during vehicle operation and is triggered to operate under certain arithmetic logic shall be preset as activated.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
EDR system trigger test,"['O', 'O', 'O', 'O']",[]
The storage space of the EDR controller before the test shall ensure that valid data can be recorded.,"['O', 'O', 'O', 'O', 'O', 'U-ABBREV', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(25, 28, 'ABBREV')]"
"Apply acceleration in accordance with impact waveform in Annex D.1 to longitudinal 23 For Reference Purposes Only direction of EDR controller through test bench (impact bench), and acquire the longitudinal acceleration through test chamber acceleration sensor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(57, 66, 'ANNEX')]"
"EDR controller shall trigger work, its record data shall be identical with preset data <Paragraph_5.3.1.3>.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[]
Test of number of storage events,"['O', 'O', 'O', 'O', 'O', 'O']",[]
"Prior to test, EDR controller storage space shall be able to record at least 3 complete events.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'L-CARDINAL', 'O', 'O', 'O']","[(68, 78, 'CARDINAL')]"
"Apply acceleration in accordance with any impact waveform in Annex D to longitudinal direction of EDR controller through impact bench, and acquire the acceleration through test chamber acceleration sensor.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ANNEX', 'L-ANNEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[(61, 68, 'ANNEX')]"
"Perform at least 3 impact tests as per the requirements <Paragraph_5.3.2.2>, with each test interval more than 5s.","['O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PARAMETER', 'I-PARAMETER', 'L-PARAMETER', 'O']","[(101, 113, 'PARAMETER')]"
"EDR controller shall trigger work, and shall record data of latest consecutive 3 times of events, its data shall be is identical with pre-set data <Paragraph_5.3.1.3>, and EDR controller shall be newly added with data record for at least 3 times of events.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O', 'O', 'O']",[]
Storage coverage mechanism test,"['O', 'O', 'O', 'O']",[]
Unlocked event coverage test,"['O', 'O', 'O', 'O']",[]
